gender,admit,iq,sat
man,False,92.47281569677921,959.7281569677921
man,False,77.05572818030515,862.5572818030515
woman,False,96.98665516732319,1046.866551673232
man,False,104.12999586930066,1105.2999586930066
man,False,101.2155870932696,1047.155870932696
man,False,87.10754825745978,940.0754825745978
man,False,93.06947916271034,968.6947916271033
woman,False,83.78060147466731,877.8060147466731
woman,True,115.11968069354444,1188.1968069354443
man,False,92.50187226421878,932.0187226421878
man,True,134.41520765343344,1359.1520765343344
woman,True,72.27872580619703,793.7872580619703
man,True,121.1891897750041,1297.891897750041
man,False,93.40718290388105,1006.0718290388105
man,True,113.87079906151598,1148.7079906151598
woman,False,90.94016778192656,968.4016778192656
man,False,102.55230366095509,1109.523036609551
woman,False,107.63982247155982,1082.3982247155982
woman,False,106.52622869047293,1115.2622869047293
woman,True,81.15042687030332,853.5042687030332
woman,False,119.5148053360189,1207.148053360189
man,False,34.808138543313035,379.0813854331303
man,True,142.16625142431718,1497.6625142431717
man,False,80.75076031699332,862.5076031699332
man,True,95.61260738280134,963.1260738280134
man,False,110.33197684546519,1111.319768454652
man,False,65.80009819269554,693.0009819269554
woman,False,99.72328453939427,1033.2328453939426
man,False,89.28861250414313,946.8861250414313
woman,False,112.78996473790181,1154.899647379018
woman,False,95.10907926385667,1012.0907926385667
woman,False,103.95219983694533,1076.5219983694533
woman,True,109.01432333900878,1115.1432333900877
woman,True,118.34443607688041,1212.444360768804
man,True,134.70524056757975,1396.0524056757974
man,True,115.76482575051878,1251.6482575051878
man,False,62.06981850815581,700.6981850815581
man,True,129.27065090583866,1391.7065090583867
woman,False,80.54820806137926,819.4820806137925
woman,False,90.93789943916342,987.3789943916341
man,True,100.84211637576976,1095.4211637576977
woman,False,79.50561889953326,865.0561889953326
man,True,98.43124652649551,1022.3124652649551
man,False,50.097736626866464,519.9773662686646
man,False,122.95871664041483,1293.5871664041483
man,False,75.48361599145434,776.8361599145435
woman,True,93.15624486825897,1008.5624486825897
man,False,96.65199762350726,1031.5199762350726
man,False,70.35790221695899,800.57902216959
man,False,90.70552475604451,916.0552475604451
woman,False,96.82394311613731,974.2394311613732
woman,False,109.99849039246209,1115.984903924621
woman,True,103.99539093111197,1114.9539093111198
woman,False,66.37523868860873,675.7523868860874
woman,False,91.40560192372402,961.0560192372402
man,True,132.85181934117395,1366.5181934117395
woman,False,49.686455921700166,571.8645592170017
man,False,97.45425826544268,1055.5425826544267
woman,False,109.1222247863296,1097.222247863296
man,False,72.24745361393369,764.4745361393368
woman,False,82.90718113870669,882.0718113870669
woman,True,104.97008444714669,1123.700844471467
woman,True,127.0581992633868,1273.581992633868
man,False,92.40409160095652,989.0409160095652
woman,False,84.70756855807491,862.0756855807491
man,False,64.44974166127287,652.4974166127287
man,False,88.72993147246761,896.2993147246762
woman,False,118.54723063116589,1188.472306311659
woman,False,78.25441007291016,788.5441007291016
man,True,99.91006298572931,1087.1006298572931
woman,False,70.33507885692201,705.3507885692201
woman,False,102.16809393388138,1097.680939338814
woman,False,63.9082051866826,695.082051866826
woman,False,81.31053768244448,868.1053768244448
woman,False,98.23537111872625,991.3537111872624
man,True,109.80390297700635,1114.0390297700635
woman,False,74.33547849982833,794.3547849982833
woman,False,86.02558975292041,882.255897529204
man,False,86.49331199538528,926.9331199538528
woman,False,104.83210709495637,1076.3210709495638
woman,False,97.96367421153562,1017.6367421153561
man,False,94.41129024469323,976.1129024469324
woman,True,103.93648108683136,1096.3648108683137
woman,True,87.18167119540372,917.8167119540373
woman,True,129.12139497807934,1364.2139497807934
woman,False,94.96181919052314,963.6181919052315
man,True,131.20381816683135,1370.0381816683134
man,False,103.72095937960482,1120.2095937960482
man,True,105.08328469361183,1073.8328469361184
man,True,136.68708642267765,1399.8708642267766
woman,True,118.3242841258936,1255.242841258936
man,True,94.4075650762233,958.0756507622331
man,False,109.63978748675672,1175.3978748675672
man,False,90.77899531674663,947.7899531674664
man,False,102.50943772115109,1054.0943772115108
man,True,111.19156542549548,1122.915654254955
man,False,81.17974018248846,904.7974018248846
woman,True,98.70084334126622,1000.0084334126623
woman,True,116.0223141314006,1234.2231413140062
woman,False,100.34485880554891,1036.4485880554892
woman,True,91.32638241009043,924.2638241009043
man,True,100.93549778625992,1025.3549778625993
man,True,87.70843706876867,885.0843706876867
man,False,66.24074874645608,713.4074874645607
woman,True,89.15707135568672,892.5707135568673
woman,False,56.93653291275177,578.3653291275177
woman,False,83.16862907595086,854.6862907595087
man,False,44.584450500350414,448.84450500350414
woman,True,104.68221795674495,1057.8221795674494
man,False,80.74679827759957,830.4679827759957
woman,False,62.978875847961405,654.788758479614
man,False,88.07042853136946,965.7042853136945
man,True,122.46768358291973,1272.6768358291974
man,False,93.82393381095228,941.2393381095228
woman,False,62.46299475923331,632.6299475923331
woman,False,74.22168636394414,821.2168636394415
woman,False,123.5138110452506,1266.138110452506
woman,False,100.48953917332265,1030.8953917332265
man,True,108.46316019492572,1183.6316019492572
woman,True,141.24570987436968,1464.4570987436969
man,True,99.03648410255029,1013.3648410255029
man,True,85.14508354994734,878.4508354994734
woman,False,69.36547704901238,740.6547704901238
woman,False,69.43054404303066,752.3054404303066
woman,True,96.60694479772525,1030.0694479772524
man,True,114.34264766616741,1228.426476661674
man,False,55.477546816834675,636.7754681683467
woman,True,122.60162341498037,1236.0162341498037
woman,False,127.3436826359108,1336.436826359108
man,False,102.08015163997057,1021.8015163997056
woman,False,79.45262106442613,810.5262106442613
woman,True,101.69846906119496,1023.9846906119495
woman,False,84.36687934261627,921.6687934261627
man,True,106.13033547278435,1097.3033547278435
woman,False,104.4878227876782,1104.878227876782
man,True,144.399416822006,1525.9941682200601
man,False,112.2071081409144,1173.071081409144
man,True,132.19225367416828,1378.922536741683
woman,True,118.65797994168261,1200.579799416826
man,False,79.2984238309537,853.984238309537
woman,False,97.0698670891262,1046.698670891262
man,False,64.24919571169697,707.4919571169697
woman,False,88.52699569337634,889.2699569337633
woman,False,83.40548961198995,881.0548961198995
woman,False,99.9045477486001,1059.045477486001
man,False,116.33014546826129,1196.301454682613
man,False,84.47316841586178,916.7316841586178
man,True,129.28640863392718,1391.8640863392718
woman,False,96.44861359681401,995.4861359681402
man,False,89.49848532072922,963.9848532072922
woman,False,103.67852618824634,1071.7852618824634
man,False,104.11031546467163,1065.1031546467163
man,False,78.15511912291853,840.5511912291854
woman,False,95.57629818206004,1031.7629818206005
man,True,96.10179102520183,1046.0179102520183
man,False,107.78530043801189,1122.8530043801188
man,False,103.818174139776,1102.18174139776
woman,False,109.8559459902076,1133.559459902076
woman,True,88.9392845214589,956.392845214589
woman,True,94.48337095134926,970.8337095134925
woman,True,126.93697536316876,1286.3697536316877
man,False,70.46273564943704,757.6273564943704
man,True,129.2417166976426,1382.417166976426
man,False,59.82736056336128,683.2736056336128
man,False,89.76125736153492,933.6125736153492
woman,False,120.81062393331479,1253.1062393331479
man,False,113.69129517610614,1162.9129517610613
man,False,116.17186894817854,1164.7186894817855
woman,True,100.78472588713035,1029.8472588713034
woman,False,119.04658431309736,1193.4658431309736
woman,True,106.06575475923513,1139.6575475923514
woman,True,108.33136717936924,1131.3136717936923
woman,False,102.28337184333292,1026.833718433329
man,False,126.37523585286344,1290.7523585286344
man,True,81.26881849694054,829.6881849694054
man,True,113.52301210001842,1177.2301210001842
woman,False,76.72917697653894,780.2917697653894
man,False,90.31890716547626,999.1890716547626
woman,True,125.6854929474886,1317.854929474886
woman,False,97.49920580228941,988.9920580228941
man,True,120.44288749379206,1210.4288749379207
man,False,86.37801015397424,864.7801015397424
woman,False,110.25959163251457,1154.5959163251457
woman,True,133.02765050146112,1402.2765050146113
man,False,128.15812766827153,1344.5812766827153
woman,False,74.90505311008673,822.0505311008673
man,False,78.23745901557265,815.3745901557265
woman,True,141.56023086420765,1483.6023086420764
woman,True,117.09516297267122,1177.951629726712
man,True,159.90660559887598,1676.06605598876
man,False,101.3223503509994,1047.2235035099939
woman,False,89.40588038551903,938.0588038551903
woman,True,129.90818966670903,1323.0818966670904
woman,False,94.88067832847717,986.8067832847718
woman,False,67.67740629157844,684.7740629157844
man,True,107.44656706460482,1096.4656706460482
woman,False,67.68612649220424,706.8612649220424
woman,False,60.69339368885033,684.9339368885032
man,False,126.8190647339646,1307.190647339646
man,False,113.90858887476932,1145.0858887476932
woman,True,89.71328167449256,910.1328167449257
man,True,87.44353637602522,940.4353637602522
